train,test,fold,n_pairs,repeat
0.9541821644880388,0.8071782697429877,0,1,0
0.9544334771607942,0.8070429269151025,0,1,1
0.9536891896031962,0.8068202767799499,0,1,2
0.9552363435737188,0.807611843803923,0,1,3
0.9548787224407204,0.80802757221619,0,1,4
0.9550097192406451,0.8065269094703491,0,1,5
0.954271483474486,0.8066434609419607,0,1,6
0.9545239476342088,0.8065407471953967,0,1,7
0.954202332874633,0.8057448381516805,0,1,8
0.953867070063253,0.8063788947287541,0,1,9
0.9548255414422996,0.8078429334601541,0,1,10
0.9542243123289168,0.8072900638129967,0,1,11
0.9543805859599748,0.806310024767501,0,1,12
0.9539315692659032,0.8063888624291875,0,1,13
0.9551071920617408,0.8074053736538838,0,1,14
0.9543620013208792,0.8065619238357603,0,1,15
0.954697852880584,0.8079607788333918,0,1,16
0.954514379107128,0.8069979585781851,0,1,17
0.9544405937636582,0.8071328410007828,0,1,18
0.9542036558234104,0.8060386393820647,0,1,19
0.9545701957743596,0.8072194856789968,0,1,20
0.9535555857005852,0.8064767331574538,0,1,21
0.954148431524797,0.8062077955450337,0,1,22
0.9551452358150888,0.8075669930690124,0,1,23
0.9538783318958552,0.8051301826910325,0,1,24
0.9544627875744924,0.807466474193435,0,1,25
0.9543891275823572,0.8081009256027747,0,1,26
0.954480266092719,0.8067046242353684,0,1,27
0.9543908216741408,0.8072287658375521,0,1,28
0.9544233646226672,0.8071528199495388,0,1,29
0.954342698193764,0.7981833208040332,1,1,0
0.9539239802582856,0.7985943275586667,1,1,1
0.9543318781904724,0.7986904236536705,1,1,2
0.954291508164654,0.7989930329626578,1,1,3
0.9537724436363636,0.7974010339142903,1,1,4
0.954689402291642,0.7991846880172,1,1,5
0.9542980383803386,0.7979844575365227,1,1,6
0.9544389140401908,0.7991810142787215,1,1,7
0.9548854760205302,0.798404554210421,1,1,8
0.9539044586338624,0.7982784773229441,1,1,9
0.9538584715914096,0.7984942029424468,1,1,10
0.9544109024055868,0.7993775571704256,1,1,11
0.953725909933824,0.7991577610833457,1,1,12
0.9546156950379656,0.7988205563282844,1,1,13
0.9541074465699636,0.7992844250424976,1,1,14
0.9542551046129676,0.7990137069893811,1,1,15
0.954455438170736,0.8015660676763646,1,1,16
0.9550579098457534,0.7990926172511232,1,1,17
0.9544647910930713,0.7983338526216597,1,1,18
0.9540103242177482,0.7981496272888525,1,1,19
0.953421733534477,0.7970804514785835,1,1,20
0.9543406953831716,0.7986940354057286,1,1,21
0.9545661921508504,0.79956146404075,1,1,22
0.9546492218509184,0.8002149571141683,1,1,23
0.9545020563531156,0.7990892253372464,1,1,24
0.9540423984218518,0.7975589416217946,1,1,25
0.9538365712299328,0.7985779553788352,1,1,26
0.954277088787568,0.7984497533483532,1,1,27
0.9537153507717292,0.798461942596432,1,1,28
0.954018795145084,0.7987186059242797,1,1,29
0.9554662941809952,0.8025572873962412,2,1,0
0.9551184959426352,0.8060563057469201,2,1,1
0.955626029715512,0.8017452845600208,2,1,2
0.9555665516661976,0.8029199247036585,2,1,3
0.9560793462248016,0.8028272529151186,2,1,4
0.9551708726678512,0.801850088652382,2,1,5
0.9555285857757791,0.8058207806677594,2,1,6
0.9554243458167542,0.8022964016881723,2,1,7
0.9546385045559964,0.8022626355011091,2,1,8
0.9547229218793784,0.8014640484805488,2,1,9
0.955152955764469,0.8018974257041922,2,1,10
0.9551820042773423,0.802305750705032,2,1,11
0.9540657833339212,0.8016451537501059,2,1,12
0.9549665321454524,0.8016530094855048,2,1,13
0.9549325707472698,0.8021985375167993,2,1,14
0.9554648436898184,0.8019767520096432,2,1,15
0.9558505913079748,0.8018972118901876,2,1,16
0.955154879678084,0.8022035200991808,2,1,17
0.9549209922481132,0.8011255215343889,2,1,18
0.95505993152033,0.8019455297007636,2,1,19
0.9554211361476476,0.8028120028643967,2,1,20
0.9554083275542512,0.8015386633464847,2,1,21
0.95551710308851,0.8035685919246887,2,1,22
0.955266328892121,0.8025239293263356,2,1,23
0.9550744909920184,0.8037182892112491,2,1,24
0.9555780087897964,0.8040715995241547,2,1,25
0.9549287545232844,0.8023530933147696,2,1,26
0.954760910310609,0.8046644167987627,2,1,27
0.9555435652526976,0.80260804662094,2,1,28
0.9548054411703226,0.7999553975722795,2,1,29
0.9536346068732602,0.8113412242121517,3,1,0
0.9539267961940217,0.8130903716166349,3,1,1
0.9537636516807956,0.8133607683370165,3,1,2
0.953538894592037,0.8138800811071525,3,1,3
0.9535805968799308,0.8123290573495321,3,1,4
0.953752870743181,0.8134138722150632,3,1,5
0.9545032438291544,0.8142580538027578,3,1,6
0.9544087839569164,0.8134353064750972,3,1,7
0.9544336642146676,0.8131142755474257,3,1,8
0.9535260928746464,0.8134283913397774,3,1,9
0.9543617560922996,0.8138478661987179,3,1,10
0.9538587143569306,0.813434515240705,3,1,11
0.9539597647620794,0.8141420018477301,3,1,12
0.955362487603677,0.8137905969845125,3,1,13
0.9541866390996878,0.8131108151883522,3,1,14
0.9543454939497938,0.8128800189386091,3,1,15
0.9537944158113388,0.8136392827335487,3,1,16
0.953204505950752,0.8124938805519966,3,1,17
0.9543364090808136,0.8173924082462494,3,1,18
0.954374901783338,0.8127442252957753,3,1,19
