train,test,fold,cell,iteration
0.9529738786471788,0.8751588424761754,0,HELA,0
0.9502312240077716,0.8954105493015394,1,HELA,0
0.9548683874260266,0.879345562338778,2,HELA,0
0.9556479799862208,0.89322583654565,3,HELA,0
0.9558423114985836,0.8784934967813988,4,HELA,0
0.9548422793493582,0.8764182969643519,0,HELA,1
0.952364730917491,0.8923926686733356,1,HELA,1
0.9570831125321652,0.8784372047525302,2,HELA,1
0.9544789540059604,0.8909879082705965,3,HELA,1
0.9552807687107324,0.8731867815258563,4,HELA,1
0.952793289205322,0.876421386124218,0,HELA,2
0.9541019509906804,0.8947179460893748,1,HELA,2
0.954120308880509,0.8745414359154001,2,HELA,2
0.953653271969418,0.8902383165503661,3,HELA,2
0.9539544713797388,0.8765160043027771,4,HELA,2
0.9562387465893332,0.8780711899281999,0,HELA,3
0.953362451620801,0.8949798726701095,1,HELA,3
0.9556138917863783,0.8751242008431988,2,HELA,3
0.9560004409305777,0.8889662992984864,3,HELA,3
0.9549309968082007,0.8765431924233589,4,HELA,3
0.9557900489604345,0.8805155110082772,0,HELA,4
0.9536600723583828,0.8961317183458946,1,HELA,4
0.9560292523163647,0.8782594551029907,2,HELA,4
0.9560233637329634,0.8913623176550258,3,HELA,4
0.9554129687451156,0.8780826246646516,4,HELA,4
0.9548077023644221,0.8656388279846283,0,HELA,5
0.9559125076515491,0.8860648998442708,1,HELA,5
0.9581525805378605,0.8678601288962351,2,HELA,5
0.9563579111768791,0.8795457975631,3,HELA,5
0.9573703913259606,0.8670014888282433,4,HELA,5
0.9578105299065527,0.7989790511032016,0,HELA,6
0.958726481191507,0.8248639887573547,1,HELA,6
0.9593758798304015,0.8032918488259928,2,HELA,6
0.9583900961288663,0.8135305845911847,3,HELA,6
0.9603331276237954,0.8006626037122173,4,HELA,6
0.9607845087241325,0.7657187358070611,0,HELA,7
0.9608167432440784,0.7852737721911928,1,HELA,7
0.9625463937476417,0.7670979369063906,2,HELA,7
0.9611858810595977,0.777044001126027,3,HELA,7
0.9629115823354584,0.766484443605272,4,HELA,7
0.9614778369558097,0.785155506227627,0,HELA,8
0.9609967073851462,0.8193096375436295,1,HELA,8
0.9627280311225906,0.8065368723866588,2,HELA,8
0.9619738726487567,0.796266600486695,3,HELA,8
0.9635967497736142,0.8134117163280544,4,HELA,8
