train,test,fold,cell,iteration
0.634946297562229,0.6231420685531713,0,HELA,0
0.7029629855824258,0.7362303399032555,1,HELA,0
0.7033607266873362,0.6883574920975297,2,HELA,0
0.6862648556465738,0.6810148093593364,3,HELA,0
0.6981108330919731,0.7025047103077973,4,HELA,0
0.6832483924875445,0.6711890279457715,0,HELA,1
0.6760622307462489,0.7164737277429929,1,HELA,1
0.7086434016385823,0.687218830737744,2,HELA,1
0.6850327691554874,0.6846759505461781,3,HELA,1
0.6838964847928839,0.6734128422821539,4,HELA,1
0.6985162198994078,0.6870286458363879,0,HELA,2
0.6842898723532822,0.7041242265525121,1,HELA,2
0.6983860564091158,0.6789667230981825,2,HELA,2
0.7060267545403877,0.7139174214516241,3,HELA,2
0.6714874770131882,0.6775586260634834,4,HELA,2
0.6732498335371435,0.6702431153823805,0,HELA,3
0.6949674711064528,0.7231978865136184,1,HELA,3
0.6908248626206444,0.6724382524904287,2,HELA,3
0.6798015309824228,0.6777477205858579,3,HELA,3
0.6790694079574604,0.6801203658305808,4,HELA,3
0.6994381386473311,0.6872973547353332,0,HELA,4
0.7061826087377597,0.7272331431123014,1,HELA,4
0.6795795525746143,0.6641898038655466,2,HELA,4
0.7041561362857345,0.705013685551081,3,HELA,4
0.6872087131452014,0.6876730592049547,4,HELA,4
0.7206865323045717,0.7040958608173933,0,HELA,5
0.712624470457514,0.740052457982243,1,HELA,5
0.7234972244335354,0.7083528264321465,2,HELA,5
0.7208310702620149,0.7262065750416428,3,HELA,5
0.7135048195303424,0.7161355012347455,4,HELA,5
0.551140487668346,0.5222773020310711,0,HELA,6
0.5443307158813835,0.5897117514088375,1,HELA,6
0.5535706971010013,0.5426046848896193,2,HELA,6
0.5528292276661262,0.5467562043410319,3,HELA,6
0.5502434183926086,0.5336967601139033,4,HELA,6
0.38721792193667104,0.372630019321058,0,HELA,7
0.37704884961787066,0.4139278550305385,1,HELA,7
0.39443762683313904,0.3758071292162912,2,HELA,7
0.39214018274627405,0.3698025533191748,3,HELA,7
0.3840984250925486,0.36260892913351384,4,HELA,7
0.49721443954862715,0.42941729913667825,0,HELA,8
0.4825952660912761,0.5363610243779756,1,HELA,8
0.48613785121445163,0.5077125271571885,2,HELA,8
0.5010635077769865,0.41907516613955653,3,HELA,8
0.48243392028387044,0.49864109062443285,4,HELA,8
