train,test,fold,cell,iteration
0.8151470666123075,0.8341604161527183,0,VCAP,0
0.8183775647619124,0.8132565633862187,1,VCAP,0
0.8231906947206793,0.8148184189324108,2,VCAP,0
0.825893256110696,0.7993108644615929,3,VCAP,0
0.7965370406876144,0.8239798508522957,4,VCAP,0
0.8000637474844403,0.8210729512180123,0,VCAP,1
0.81687663917106,0.8117507810483886,1,VCAP,1
0.8159497413931851,0.8101682943138155,2,VCAP,1
0.8128762494189199,0.7854650266794037,3,VCAP,1
0.8075310278041441,0.8338923708912073,4,VCAP,1
0.8030920741948926,0.8241593790655889,0,VCAP,2
0.8052254363927802,0.8006521983980891,1,VCAP,2
0.8118965660782219,0.8046298596994922,2,VCAP,2
0.813104504588538,0.7817854824836536,3,VCAP,2
0.8102064767361903,0.8375605498011829,4,VCAP,2
0.808954073792318,0.8296803476877697,0,VCAP,3
0.8122284226459346,0.810077712174081,1,VCAP,3
0.8204755000644852,0.8103243634202411,2,VCAP,3
0.8101044213679723,0.7827896361830846,3,VCAP,3
0.8068452874600628,0.8329601258421642,4,VCAP,3
0.8142242839240943,0.8345161334182265,0,VCAP,4
0.819383796874285,0.8143818793159172,1,VCAP,4
0.8079470077826374,0.7995995314901384,2,VCAP,4
0.8265726983107144,0.8016925761709748,3,VCAP,4
0.8043286186341754,0.8313697508778438,4,VCAP,4
0.8061588205300823,0.8269379980640668,0,VCAP,5
0.8094168677281328,0.8072781005783471,1,VCAP,5
0.8146570668879173,0.808504353614658,2,VCAP,5
0.8180344198046126,0.7851939942963329,3,VCAP,5
0.802573020295295,0.8337087498386055,4,VCAP,5
0.6563538736332444,0.6819554516873826,0,VCAP,6
0.6609838300139947,0.6559477956148005,1,VCAP,6
0.6597773203085979,0.6524978084855848,2,VCAP,6
0.6668303997502713,0.6364640281677749,3,VCAP,6
0.652730428884597,0.6930199254990388,4,VCAP,6
0.47837977324377284,0.5047495482618727,0,VCAP,7
0.4865945721434779,0.4837456846799637,1,VCAP,7
0.487925775081654,0.4813103486256244,2,VCAP,7
0.48673718956272866,0.4802393998874389,3,VCAP,7
0.4792710303838778,0.5185798717582415,4,VCAP,7
0.4806654953762517,0.5147489622589101,0,VCAP,8
0.48992609926595704,0.47313911014408194,1,VCAP,8
0.4864196831155247,0.4786746949051786,2,VCAP,8
0.49069605944358763,0.474066781676059,3,VCAP,8
0.47674453187935806,0.5206802834049431,4,VCAP,8
