family,metric,metric_order,species,fold,model_type,model_label,score,score_name
Cycle consistency,Gene-marginal variance,3,Mouse,7,permuted_both,Permuted both,-4.6679708805548e-4,Gene-marginal variance prediction Pearson r
Cycle consistency,Gene-marginal mean,2,Mouse,7,permuted_human,Permuted human,0.9671029351219402,Gene-marginal mean Pearson r
Cycle consistency,Gene-marginal variance,3,Mouse,7,permuted_human,Permuted human,0.6961659538956427,Gene-marginal variance prediction Pearson r
Cycle consistency,Gene-marginal mean,2,Mouse,7,permuted_mouse,Permuted mouse,0.00186293399240288,Gene-marginal mean Pearson r
Cycle consistency,Gene-marginal variance,3,Mouse,7,permuted_mouse,Permuted mouse,-0.00690704971482404,Gene-marginal variance prediction Pearson r
Cycle consistency,Gene-marginal mean,2,Mouse,8,FlowTransOP,FlowTransOP,0.9069372642513204,Gene-marginal mean Pearson r
Cycle consistency,Gene-marginal variance,3,Mouse,8,FlowTransOP,FlowTransOP,0.5468984253826409,Gene-marginal variance prediction Pearson r
Cycle consistency,Gene-marginal mean,2,Mouse,8,permuted_both,Permuted both,0.00595336773642493,Gene-marginal mean Pearson r
Cycle consistency,Gene-marginal variance,3,Mouse,8,permuted_both,Permuted both,-0.00228662930611645,Gene-marginal variance prediction Pearson r
Cycle consistency,Gene-marginal mean,2,Mouse,8,permuted_human,Permuted human,0.9725873021891082,Gene-marginal mean Pearson r
Cycle consistency,Gene-marginal variance,3,Mouse,8,permuted_human,Permuted human,0.7008653046649764,Gene-marginal variance prediction Pearson r
Cycle consistency,Gene-marginal mean,2,Mouse,8,permuted_mouse,Permuted mouse,8.8643595818577e-4,Gene-marginal mean Pearson r
Cycle consistency,Gene-marginal variance,3,Mouse,8,permuted_mouse,Permuted mouse,-0.00642210035528566,Gene-marginal variance prediction Pearson r
Cycle consistency,Gene-marginal mean,2,Mouse,9,FlowTransOP,FlowTransOP,0.9284058689510044,Gene-marginal mean Pearson r
Cycle consistency,Gene-marginal variance,3,Mouse,9,FlowTransOP,FlowTransOP,0.5504437087912827,Gene-marginal variance prediction Pearson r
Cycle consistency,Gene-marginal mean,2,Mouse,9,permuted_both,Permuted both,0.00559236797743197,Gene-marginal mean Pearson r
Cycle consistency,Gene-marginal variance,3,Mouse,9,permuted_both,Permuted both,9.0639976891018e-4,Gene-marginal variance prediction Pearson r
Cycle consistency,Gene-marginal mean,2,Mouse,9,permuted_human,Permuted human,0.9706617035182472,Gene-marginal mean Pearson r
Cycle consistency,Gene-marginal variance,3,Mouse,9,permuted_human,Permuted human,0.6975412214834862,Gene-marginal variance prediction Pearson r
Cycle consistency,Gene-marginal mean,2,Mouse,9,permuted_mouse,Permuted mouse,0.00190626637454993,Gene-marginal mean Pearson r
Cycle consistency,Gene-marginal variance,3,Mouse,9,permuted_mouse,Permuted mouse,-0.00487355826259113,Gene-marginal variance prediction Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,0,FlowTransOP,FlowTransOP,0.6069144089793552,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,0,permuted_both,Permuted both,-0.004454411721507818,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,0,permuted_human,Permuted human,-0.004630375465869927,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,0,permuted_mouse,Permuted mouse,0.6097911281556461,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,1,FlowTransOP,FlowTransOP,0.6296383222638702,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,1,permuted_both,Permuted both,-0.004535668052874574,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,1,permuted_human,Permuted human,-0.0041208971207800146,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,1,permuted_mouse,Permuted mouse,0.6337780831944356,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,2,FlowTransOP,FlowTransOP,0.6317566330348618,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,2,permuted_both,Permuted both,-0.0036048767420403375,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,2,permuted_human,Permuted human,-0.003851993185281546,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,2,permuted_mouse,Permuted mouse,0.634328050601264,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,3,FlowTransOP,FlowTransOP,0.623296540604538,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,3,permuted_both,Permuted both,-0.003488006985247532,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,3,permuted_human,Permuted human,-0.00364633357398825,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,3,permuted_mouse,Permuted mouse,0.6278066859113824,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,4,FlowTransOP,FlowTransOP,0.6317614785759167,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,4,permuted_both,Permuted both,-0.004211334360437195,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,4,permuted_human,Permuted human,-0.005126401392469051,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,4,permuted_mouse,Permuted mouse,0.6231359467782778,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,5,FlowTransOP,FlowTransOP,0.6243111233088183,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,5,permuted_both,Permuted both,-0.0031739810213457426,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,5,permuted_human,Permuted human,-0.0030253170555586783,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,5,permuted_mouse,Permuted mouse,0.6262896754760904,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,6,FlowTransOP,FlowTransOP,0.6264690029972017,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,6,permuted_both,Permuted both,0.0023327311351055307,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,6,permuted_human,Permuted human,0.0027276211879671873,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,6,permuted_mouse,Permuted mouse,0.6398411078274926,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,7,FlowTransOP,FlowTransOP,0.6194100655697432,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,7,permuted_both,Permuted both,0.0019257529542330424,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,7,permuted_human,Permuted human,0.00162116754025708,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,7,permuted_mouse,Permuted mouse,0.6194998451265641,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,8,FlowTransOP,FlowTransOP,0.6237138319914349,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,8,permuted_both,Permuted both,0.00168404369986276,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,8,permuted_human,Permuted human,0.0014934410134363398,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,8,permuted_mouse,Permuted mouse,0.6308989068127535,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,9,FlowTransOP,FlowTransOP,0.6222658009965139,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,9,permuted_both,Permuted both,6.710789327748735e-4,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,9,permuted_human,Permuted human,7.434726095575649e-4,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Mouse to human",4,Human,9,permuted_mouse,Permuted mouse,0.6293655979901209,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,0,FlowTransOP,FlowTransOP,0.55369173518388,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,0,permuted_both,Permuted both,-0.005861067448164902,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,0,permuted_human,Permuted human,0.6527871259744447,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,0,permuted_mouse,Permuted mouse,-0.005953544066647199,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,1,FlowTransOP,FlowTransOP,0.5899003017345923,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,1,permuted_both,Permuted both,-0.006498074460423429,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,1,permuted_human,Permuted human,0.6549949643213602,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,1,permuted_mouse,Permuted mouse,-0.006738291882013691,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,2,FlowTransOP,FlowTransOP,0.5640010934189442,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,2,permuted_both,Permuted both,-0.007315723527880785,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,2,permuted_human,Permuted human,0.6499788689050593,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,2,permuted_mouse,Permuted mouse,-0.007453537743116744,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,3,FlowTransOP,FlowTransOP,0.5688923809841634,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,3,permuted_both,Permuted both,-0.006997143308547043,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,3,permuted_human,Permuted human,0.6634329874332752,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,3,permuted_mouse,Permuted mouse,-0.006980903049934333,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,4,FlowTransOP,FlowTransOP,0.5741714027205989,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,4,permuted_both,Permuted both,-0.0054902863135087975,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,4,permuted_human,Permuted human,0.671224615684493,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,4,permuted_mouse,Permuted mouse,-0.005541213555766826,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,5,FlowTransOP,FlowTransOP,0.5511644295341093,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,5,permuted_both,Permuted both,-0.007568523215054827,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,5,permuted_human,Permuted human,0.6647523462226546,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,5,permuted_mouse,Permuted mouse,-0.007634877271670655,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,6,FlowTransOP,FlowTransOP,0.5532746362382812,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,6,permuted_both,Permuted both,0.0014824134147293914,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,6,permuted_human,Permuted human,0.6351319051193658,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,6,permuted_mouse,Permuted mouse,0.0015033033393500718,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,7,FlowTransOP,FlowTransOP,0.5581653994207743,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,7,permuted_both,Permuted both,0.003393437147915807,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,7,permuted_human,Permuted human,0.6402906723039214,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,7,permuted_mouse,Permuted mouse,0.003708204006083286,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,8,FlowTransOP,FlowTransOP,0.5111309381661331,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,8,permuted_both,Permuted both,0.0034622666052818705,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,8,permuted_human,Permuted human,0.6555911133929964,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,8,permuted_mouse,Permuted mouse,0.0036711530229115914,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,9,FlowTransOP,FlowTransOP,0.5504598818319133,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,9,permuted_both,Permuted both,0.0036247341659585053,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,9,permuted_human,Permuted human,0.6474004007279028,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse",4,Mouse,9,permuted_mouse,Permuted mouse,0.003878381539432403,Mean per-sample orthologue Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,0,FlowTransOP,FlowTransOP,0.7456011176109314,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,0,FlowTransOP,FlowTransOP,0.23805531859397888,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,0,permuted_both,Permuted both,-0.00772830611094832,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,0,permuted_both,Permuted both,0.01836756616830825,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,0,permuted_human,Permuted human,0.8715484142303467,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,0,permuted_human,Permuted human,0.4458792507648468,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,0,permuted_mouse,Permuted mouse,-0.00783383846282959,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,0,permuted_mouse,Permuted mouse,0.01440407428890466,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,1,FlowTransOP,FlowTransOP,0.801504373550415,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,1,FlowTransOP,FlowTransOP,0.25408703088760376,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,1,permuted_both,Permuted both,-0.00867214612662792,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,1,permuted_both,Permuted both,0.02258838713169098,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,1,permuted_human,Permuted human,0.873582124710083,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,1,permuted_human,Permuted human,0.3252825140953064,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,1,permuted_mouse,Permuted mouse,-0.00900029204785823,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,1,permuted_mouse,Permuted mouse,0.02170169726014137,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,2,FlowTransOP,FlowTransOP,0.7656562924385071,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,2,FlowTransOP,FlowTransOP,0.2395247220993042,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,2,permuted_both,Permuted both,-0.00974255800247192,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,2,permuted_both,Permuted both,0.0178002193570137,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,2,permuted_human,Permuted human,0.867417573928833,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,2,permuted_human,Permuted human,0.27301135659217834,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,2,permuted_mouse,Permuted mouse,-0.00979928486049175,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,2,permuted_mouse,Permuted mouse,0.0174612645059824,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,3,FlowTransOP,FlowTransOP,0.7679856419563293,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,3,FlowTransOP,FlowTransOP,0.2567979395389557,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,3,permuted_both,Permuted both,-0.00931396335363388,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,3,permuted_both,Permuted both,0.02517187595367431,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,3,permuted_human,Permuted human,0.8855581283569336,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,3,permuted_human,Permuted human,0.4096407890319824,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,3,permuted_mouse,Permuted mouse,-0.00922377221286296,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,3,permuted_mouse,Permuted mouse,0.00947362650185823,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,4,FlowTransOP,FlowTransOP,0.7750933766365051,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,4,FlowTransOP,FlowTransOP,0.23499351739883423,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,4,permuted_both,Permuted both,-0.00724047282710671,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,4,permuted_both,Permuted both,0.02179628238081932,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,4,permuted_human,Permuted human,0.8957522511482239,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,4,permuted_human,Permuted human,0.4276461899280548,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,4,permuted_mouse,Permuted mouse,-0.00725471321493387,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,4,permuted_mouse,Permuted mouse,0.00358292181044816,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,5,FlowTransOP,FlowTransOP,0.7446131706237793,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,5,FlowTransOP,FlowTransOP,0.24748432636260984,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,5,permuted_both,Permuted both,-0.01008912920951843,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,5,permuted_both,Permuted both,0.02141172066330909,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,5,permuted_human,Permuted human,0.887000560760498,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,5,permuted_human,Permuted human,0.46714508533477783,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,5,permuted_mouse,Permuted mouse,-0.0101197836920619,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,5,permuted_mouse,Permuted mouse,0.02244479209184646,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,6,FlowTransOP,FlowTransOP,0.7493044137954712,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,6,FlowTransOP,FlowTransOP,0.22340700030326843,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,6,permuted_both,Permuted both,0.00214315229095518,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,6,permuted_both,Permuted both,-0.01261219009757042,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,6,permuted_human,Permuted human,0.8480719327926636,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,6,permuted_human,Permuted human,0.258630633354187,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,6,permuted_mouse,Permuted mouse,0.00216509075835347,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,6,permuted_mouse,Permuted mouse,-0.00189568847417831,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,7,FlowTransOP,FlowTransOP,0.7601964473724365,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,7,FlowTransOP,FlowTransOP,0.21744580566883087,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,7,permuted_both,Permuted both,0.00470364885404706,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,7,permuted_both,Permuted both,-0.00352224055677652,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,7,permuted_human,Permuted human,0.8535540103912354,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,7,permuted_human,Permuted human,0.07819987088441849,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,7,permuted_mouse,Permuted mouse,0.00504027865827083,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,7,permuted_mouse,Permuted mouse,-0.00221701245754957,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,8,FlowTransOP,FlowTransOP,0.6882344484329224,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,8,FlowTransOP,FlowTransOP,0.231265053153038,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,8,permuted_both,Permuted both,0.00481383968144655,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,8,permuted_both,Permuted both,-0.00783012993633747,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,8,permuted_human,Permuted human,0.8745900392532349,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,8,permuted_human,Permuted human,0.2734486758708954,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,8,permuted_mouse,Permuted mouse,0.00506349559873342,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,8,permuted_mouse,Permuted mouse,-0.01075068209320306,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,9,FlowTransOP,FlowTransOP,0.7395090460777283,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,9,FlowTransOP,FlowTransOP,0.23205848038196564,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,9,permuted_both,Permuted both,0.00501213688403368,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,9,permuted_both,Permuted both,-0.00222829915583133,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,9,permuted_human,Permuted human,0.8637408018112183,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,9,permuted_human,Permuted human,0.32137635350227356,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal mean",5,Mouse,9,permuted_mouse,Permuted mouse,0.00544245727360248,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Human to mouse
gene-marginal variance",6,Mouse,9,permuted_mouse,Permuted mouse,-0.00399345159530639,Orthologue gene-marginal variance Pearson r
