train,test,shuffled X,fold,cell,iteration
0.2698268484385491,0.2823786881239009,0.2320116242873892,0,HCC515,0
0.2612834255197968,0.2620840989176469,0.2419081977462114,1,HCC515,0
0.2784881366706881,0.2613202808107165,0.2293409519846486,2,HCC515,0
0.2541867779633006,0.2936605367049283,0.2350389552814381,3,HCC515,0
0.2592822029180345,0.2637733312520381,0.2655899240738522,4,HCC515,0
0.2775622215934562,0.2846384974112809,0.2720322271157016,0,HCC515,1
0.2700999390667769,0.2642080012328509,0.2568639748393176,1,HCC515,1
0.2714825526818106,0.2560458827459771,0.20183324800045,2,HCC515,1
0.2515836515676838,0.2833935305870989,0.2382852286352581,3,HCC515,1
0.2713875864822619,0.2601185621684313,0.2153798323342745,4,HCC515,1
0.3022056885364459,0.3125854459971068,0.2131400665590286,0,HCC515,2
0.3092940604219563,0.3095938354900824,0.1622546430995389,1,HCC515,2
0.3084430641949837,0.2977738321851775,0.2383546981127579,2,HCC515,2
0.3071716397435092,0.3231726525662843,0.2330597574469467,3,HCC515,2
0.3041759653924863,0.3315420624941529,0.2866846548009362,4,HCC515,2
0.3622216217839363,0.3652337140641205,0.1904355483046372,0,HCC515,3
0.3683301870556782,0.3650426328493475,0.2015704358702734,1,HCC515,3
0.3721449634796858,0.3609522701191402,0.2549988565740761,2,HCC515,3
0.3579134919416141,0.3785886226355608,0.2148393180535865,3,HCC515,3
0.3485387961731052,0.3731119699578306,0.2399173918838953,4,HCC515,3
0.3029542458033882,0.2884448656299084,0.2165392884248324,0,HCC515,4
0.2959724661456248,0.3090668071577072,0.2087026789273585,1,HCC515,4
0.31000747834242304,0.31086166489036593,0.22200453438975024,2,HCC515,4
0.3031934823977525,0.31435506445121275,0.2130561943077951,3,HCC515,4
0.29892975554822243,0.30911645764619916,0.2572904584877802,4,HCC515,4
