train,test,shuffled X,fold,cell,iteration
0.3410923402315055,0.33709518658858173,0.2507999287893883,0,A375,0
0.3325633813596398,0.33569462887973345,0.26507618403411143,1,A375,0
0.33990598449045106,0.3405228036409034,0.28967708590735325,2,A375,0
0.33908713003449575,0.351968742834781,0.2824370862601216,3,A375,0
0.33917354970904684,0.3430555508865505,0.25674993968502746,4,A375,0
0.3560217814047505,0.351546038885447,0.26531222437939883,0,A375,1
0.342497532161563,0.34799872266589127,0.2555439805795042,1,A375,1
0.35615454555684045,0.34842041643117766,0.2594089626391141,2,A375,1
0.3450688348099018,0.36429293001467156,0.27615774744359506,3,A375,1
0.35161420208362426,0.3479966196575465,0.26640090672220257,4,A375,1
0.36650843060641325,0.3611529869899999,0.24374662569362424,0,A375,2
0.3595438050545883,0.36347041365477445,0.26909873740352214,1,A375,2
0.3727557448942464,0.3674682948075349,0.2741280598242582,2,A375,2
0.3689263358732331,0.3927245952767837,0.2630195643409398,3,A375,2
0.3619302288366133,0.3659705169713202,0.3119510806103198,4,A375,2
0.3794910580236679,0.3691551257617836,0.24541157239833955,0,A375,3
0.3596021088662366,0.36549033199333525,0.3004361094651151,1,A375,3
0.37368706203115065,0.36623357341141577,0.2831945778472215,2,A375,3
0.3676789873389099,0.3936764239659699,0.2665791694922224,3,A375,3
0.37048013987525297,0.37445458920953756,0.2881908960418977,4,A375,3
0.3375445851323017,0.3304442255687202,0.21960990504155872,0,A375,4
0.3231431438104478,0.3297454618398769,0.2690005427620425,1,A375,4
0.3413827507427539,0.3313112751032758,0.2495921326317951,2,A375,4
0.3350111512170968,0.35459356410214,0.30409581781430584,3,A375,4
0.3279086887505044,0.33056431940592923,0.2698500385475951,4,A375,4
