train,test,fold,cell,iteration
0.9772339042906624,0.7878497873283451,0,YAPC,0
0.9737789130664396,0.7955378054079894,1,YAPC,0
0.9733167296360741,0.7937403704256297,2,YAPC,0
0.9690752317773628,0.7748806369604122,3,YAPC,0
0.9761663778100582,0.7891656914867791,4,YAPC,0
0.9773777561413525,0.789171238333529,0,YAPC,1
0.9738958158587262,0.795634432054017,1,YAPC,1
0.9739044173527234,0.794062348200358,2,YAPC,1
0.9687544166254214,0.7733677729983757,3,YAPC,1
0.9758982957250726,0.7913038667698078,4,YAPC,1
0.9772371555921445,0.7894221174331257,0,YAPC,2
0.9736767835443481,0.7965885081647801,1,YAPC,2
0.9738439754094433,0.7928798379293962,2,YAPC,2
0.9686272296674814,0.7749260075415125,3,YAPC,2
0.9760761271907491,0.7900824834863229,4,YAPC,2
0.9776410770864971,0.790090369517986,0,YAPC,3
0.9737969295224465,0.797399418340458,1,YAPC,3
0.9738570390023733,0.7921084040762356,2,YAPC,3
0.9683987004679049,0.7731939789084377,3,YAPC,3
0.9760182326561657,0.7888819156719238,4,YAPC,3
0.9773509234170047,0.7891512757788589,0,YAPC,4
0.9738235752090145,0.7955997804651121,1,YAPC,4
0.9740967150184401,0.7917726990830674,2,YAPC,4
0.9682911672493002,0.7745904525056752,3,YAPC,4
0.975873607120748,0.7887242975642752,4,YAPC,4
