train,test,shuffled X,fold,cell,iteration
0.5057408387088775,0.47862871134509266,0.4408330808883713,0,HUVEC,0
0.5141974237569622,0.4676577995217121,0.3847980736899416,1,HUVEC,0
0.49427803991730146,0.5033827822421448,0.433851239106144,2,HUVEC,0
0.5379205231730928,0.4461713230256741,0.3953938179802881,3,HUVEC,0
0.46675079791255997,0.4899519622587978,0.43841926185789054,4,HUVEC,0
0.4878115901089677,0.4758386474652945,0.4827104099900888,0,HUVEC,1
0.5017266380033375,0.4305150171234351,0.39944203688336133,1,HUVEC,1
0.4966174012973508,0.48840448367446443,0.437517876096172,2,HUVEC,1
0.5016259881562011,0.4177719209940707,0.40529684969258345,3,HUVEC,1
0.47455987937246147,0.48441602071177003,0.4590343426604834,4,HUVEC,1
0.4942269040492904,0.4738418825553403,0.45879647150019304,0,HUVEC,2
0.506045696123174,0.448705408028097,0.43759743006155327,1,HUVEC,2
0.5024006122514688,0.4913452094264272,0.3641772913004921,2,HUVEC,2
0.5203043571668089,0.460617052097669,0.3775700339035209,3,HUVEC,2
0.4883909768149018,0.4813383225479908,0.3796382408038259,4,HUVEC,2
0.5444954220573512,0.5092147855346087,0.4610375512724254,0,HUVEC,3
0.5662938774413869,0.5056373891666979,0.3711083318578963,1,HUVEC,3
0.5491195849651228,0.5294075597787671,0.4166918658845536,2,HUVEC,3
0.5595591487092493,0.49229569766784764,0.3532229643248978,3,HUVEC,3
0.5487987066860155,0.5745069553307738,0.43913361566935843,4,HUVEC,3
0.45896452684168143,0.44324260741799815,0.3670235532272657,0,HUVEC,4
0.4648850695204352,0.3971567137889328,0.38068527767948834,1,HUVEC,4
0.4625414083828525,0.4588448841795958,0.3938089615239205,2,HUVEC,4
0.4626258033256645,0.3921069443565637,0.40861605557941905,3,HUVEC,4
0.4545988346640585,0.47401895605231964,0.4391011126277829,4,HUVEC,4
