train,test,fold,cell,iteration
0.905951138171646,0.8186674414065713,0,HEPG2,0
0.9055850508309412,0.7998284536077156,1,HEPG2,0
0.906076983232811,0.815913479861547,2,HEPG2,0
0.9046386890523676,0.8086772413591672,3,HEPG2,0
0.9065963994317808,0.799869867946307,4,HEPG2,0
0.9067262579538864,0.8181535022696458,0,HEPG2,1
0.906378361118013,0.8010264083478982,1,HEPG2,1
0.9060968050105618,0.8149645149438676,2,HEPG2,1
0.9046062619198276,0.8079767915575329,3,HEPG2,1
0.905888044146572,0.8000643015919634,4,HEPG2,1
0.9063083963630044,0.8179677655851186,0,HEPG2,2
0.9066326889589332,0.8007329125727918,1,HEPG2,2
0.9058598456246932,0.815161005614865,2,HEPG2,2
0.9051401547629168,0.8094489183774578,3,HEPG2,2
0.9052918043214639,0.7982340676543995,4,HEPG2,2
0.9060745783056929,0.8177484069504628,0,HEPG2,3
0.9059822183065145,0.8009779984725967,1,HEPG2,3
0.9058232561951864,0.8156759589136271,2,HEPG2,3
0.9054327875479792,0.8090228571812235,3,HEPG2,3
0.9067656336208785,0.8004499950651555,4,HEPG2,3
0.9063385405220292,0.8187943340990324,0,HEPG2,4
0.9068999776913387,0.8015575838176328,1,HEPG2,4
0.9057090410340445,0.8150227061477431,2,HEPG2,4
0.9055272065685169,0.8090970760519136,3,HEPG2,4
0.9057199787753104,0.7994230744671222,4,HEPG2,4
