train,test,fold,cell,iteration
0.7398379425026314,0.716961061056127,0,HCC515,0
0.7416698921028826,0.7162051364176429,1,HCC515,0
0.7365126913484167,0.7378686538467366,2,HCC515,0
0.7411002476188677,0.7248807776296748,3,HCC515,0
0.7231310758020482,0.7805456476765332,4,HCC515,0
0.7352238711661383,0.7046384631108927,0,HCC515,1
0.72931717010846,0.7122220837502142,1,HCC515,1
0.7253760346089607,0.727256827298013,2,HCC515,1
0.7333018236402575,0.7108100474950965,3,HCC515,1
0.7158891083239534,0.7715178628050516,4,HCC515,1
0.7317601055060596,0.6951717344124551,0,HCC515,2
0.7368827101179609,0.7117764542736874,1,HCC515,2
0.723384921290757,0.7243803757808924,2,HCC515,2
0.7293047933945052,0.7158316611414104,3,HCC515,2
0.7145492355265919,0.7739297147754249,4,HCC515,2
0.733522431276906,0.6943221851371879,0,HCC515,3
0.726363844648872,0.7015881380962659,1,HCC515,3
0.7227642663541196,0.718900057002014,2,HCC515,3
0.7265135497407034,0.7138380953367045,3,HCC515,3
0.7068896591977272,0.7710788265015069,4,HCC515,3
0.7462603455601766,0.7094915956338255,0,HCC515,4
0.7390668935989498,0.7306912663180815,1,HCC515,4
0.7352604622016659,0.7341415441505414,2,HCC515,4
0.7392670580955918,0.7191720104182682,3,HCC515,4
0.724738723132726,0.779187828012676,4,HCC515,4
0.7700136036456791,0.7453907403335931,0,HCC515,5
0.7674211791417485,0.7468519984965409,1,HCC515,5
0.7630555372314394,0.7597668343517773,2,HCC515,5
0.7638195686805853,0.746294971326825,3,HCC515,5
0.7537278142547278,0.8078860611226052,4,HCC515,5
0.5510866081703671,0.543644311594776,0,HCC515,6
0.5440969923527399,0.5293979088715293,1,HCC515,6
0.555570909950198,0.5442391261708444,2,HCC515,6
0.5542366707638587,0.5246041582897651,3,HCC515,6
0.5271429949589959,0.6038585911673866,4,HCC515,6
0.3629483668334196,0.3790762972203686,0,HCC515,7
0.36475528912095423,0.3340323883510009,1,HCC515,7
0.36140383604081805,0.3459662234224356,2,HCC515,7
0.38961284541615443,0.3417407594716546,3,HCC515,7
0.3573381841120771,0.4361440021677223,4,HCC515,7
0.3120740195992706,0.337377721583467,0,HCC515,8
0.3359247445913869,0.28597377064660884,1,HCC515,8
0.3425969281808318,0.3210534229795675,2,HCC515,8
0.3472167392261849,0.31927211372346487,3,HCC515,8
0.3137903443460692,0.36748047815900514,4,HCC515,8
