train,test,fold,cell,iteration
0.7304037256218096,0.720053454421218,0,HT29,0
0.7096936199501662,0.7632411058785546,1,HT29,0
0.7353295489444476,0.6836643614611726,2,HT29,0
0.7195102723320842,0.7322080148046345,3,HT29,0
0.7336176476396414,0.7060739197985545,4,HT29,0
0.7143774167303941,0.7021596780321253,0,HT29,1
0.6988602998963516,0.7544860619402906,1,HT29,1
0.7120937072018001,0.6572044545561314,2,HT29,1
0.7055332855165299,0.7227436739487048,3,HT29,1
0.7193600667746591,0.6744210155827879,4,HT29,1
0.7217894215083471,0.7103459359542771,0,HT29,2
0.7024214275904752,0.7585162719710932,1,HT29,2
0.7267755529895606,0.6715281623756294,2,HT29,2
0.7096906577332516,0.7219360438927848,3,HT29,2
0.7267737831936474,0.690519460402394,4,HT29,2
0.7029899594498245,0.6858220280303022,0,HT29,3
0.6872221434682312,0.7426163864389932,1,HT29,3
0.7097157199796829,0.6602576438767386,2,HT29,3
0.6989984277095238,0.7215606686319478,3,HT29,3
0.7141076580534191,0.6692138036626966,4,HT29,3
0.7087703062893971,0.6914095548864421,0,HT29,4
0.6921613217951056,0.7467977929178213,1,HT29,4
0.717417485469925,0.6628604313103148,2,HT29,4
0.7036784760719306,0.7199350206444504,3,HT29,4
0.7129715674570549,0.6749381249290343,4,HT29,4
0.7538920049487514,0.7434067830681343,0,HT29,5
0.7321762488414569,0.7794694669713855,1,HT29,5
0.7514264865558693,0.6913194044123285,2,HT29,5
0.7495580448590909,0.7655459878406798,3,HT29,5
0.7542702408093089,0.7150444379088938,4,HT29,5
0.5363389395109581,0.5080742456426942,0,HT29,6
0.4994799888386744,0.5678221768838364,1,HT29,6
0.5375226638583076,0.4886211714398162,2,HT29,6
0.5149998857195357,0.5421930085178109,3,HT29,6
0.5326959687280999,0.4950556284397063,4,HT29,6
0.3377200821272248,0.29757128898077223,0,HT29,7
0.32195874574854666,0.39280959656883807,1,HT29,7
0.34656352070319285,0.31884472977398604,2,HT29,7
0.33925414905016005,0.3486208083500236,3,HT29,7
0.3403286768551309,0.31546713045185404,4,HT29,7
0.3312183596690371,0.29974225932425613,0,HT29,8
0.33603853982596454,0.3605290368940117,1,HT29,8
0.31801981428778386,0.30988999840714637,2,HT29,8
0.30291255358219116,0.34175947773237514,3,HT29,8
0.3468717441434358,0.3066137465156613,4,HT29,8
