fold,direction,model_type,space,feature_set,comparison,n_source,n_target,n_features,centroid_euclidean,centroid_cosine,centroid_pearson,centroid_spearman,random_repeat,background_n,latent_space
0,h2m,FlowTransOP,latent,latent,translated_source_vs_real_target,10000,10000,512,5.878111839294434,-0.22953826189041138,-0.2294062376022339,-0.18564783820281294,,,
0,h2m,permuted_both,latent,latent,translated_source_vs_real_target,10000,10000,512,21.361656188964844,0.4058817923069,0.40341460704803467,0.43403171169933963,,,
0,m2h,FlowTransOP,latent,latent,translated_source_vs_real_target,10000,10000,512,7.614101409912109,0.1467529833316803,0.1468193531036377,0.15909422528925052,,,
0,m2h,permuted_both,latent,latent,translated_source_vs_real_target,10000,10000,512,17.533279418945312,-0.6465924978256226,-0.6455623507499695,-0.6554915578043282,,,
0,h2m,target_liver,latent,latent,real_target_liver_vs_random_non_liver_target,10000,1000,512,3.302328109741211,0.22238217294216156,0.2217097282409668,0.22866214122635353,0.0,1000.0,normal_target_space
0,h2m,FlowTransOP,latent,latent,translated_liver_source_vs_random_non_liver_target,10000,1000,512,4.160467624664307,-0.09445567429065704,-0.09428533166646957,-0.0956763698630137,0.0,1000.0,normal_target_space
0,h2m,target_liver_permuted_space,latent,latent,real_target_liver_vs_random_non_liver_target,10000,1000,512,0.2538737654685974,0.9999403953552246,0.9999411106109619,0.9999108609136997,0.0,1000.0,permuted_target_space
0,h2m,permuted_both,latent,latent,translated_liver_source_vs_random_non_liver_target,10000,1000,512,21.34068489074707,0.41104212403297424,0.40850478410720825,0.43866292085808123,0.0,1000.0,permuted_target_space
0,m2h,target_liver,latent,latent,real_target_liver_vs_random_non_liver_target,10000,1000,512,2.5281336307525635,0.9706107378005981,0.9706496000289917,0.9527637050674632,0.0,1000.0,normal_target_space
0,m2h,FlowTransOP,latent,latent,translated_liver_source_vs_random_non_liver_target,10000,1000,512,6.127716064453125,-0.004431930836290121,-0.004149699583649635,-0.015212921716391437,0.0,1000.0,normal_target_space
0,m2h,target_liver_permuted_space,latent,latent,real_target_liver_vs_random_non_liver_target,10000,1000,512,0.11469512432813644,0.9999797344207764,0.9999796748161316,0.9999530611631819,0.0,1000.0,permuted_target_space
0,m2h,permuted_both,latent,latent,translated_liver_source_vs_random_non_liver_target,10000,1000,512,17.479917526245117,-0.6483336091041565,-0.6473264694213867,-0.65739888391069,0.0,1000.0,permuted_target_space
0,h2m,target_liver,latent,latent,real_target_liver_vs_random_non_liver_target,10000,1000,512,3.4063832759857178,-0.010839899070560932,-0.01126460824161768,-0.003584338986736247,1.0,1000.0,normal_target_space
0,h2m,FlowTransOP,latent,latent,translated_liver_source_vs_random_non_liver_target,10000,1000,512,4.211463928222656,-0.15174075961112976,-0.15165956318378448,-0.15604552548608966,1.0,1000.0,normal_target_space
0,h2m,target_liver_permuted_space,latent,latent,real_target_liver_vs_random_non_liver_target,10000,1000,512,0.2518242299556732,0.9999379515647888,0.9999387860298157,0.999906658770213,1.0,1000.0,permuted_target_space
0,h2m,permuted_both,latent,latent,translated_liver_source_vs_random_non_liver_target,10000,1000,512,21.32889175415039,0.41118988394737244,0.4086509048938751,0.4388218870521052,1.0,1000.0,permuted_target_space
0,m2h,target_liver,latent,latent,real_target_liver_vs_random_non_liver_target,10000,1000,512,2.8886704444885254,0.9777637124061584,0.9777646064758301,0.9683846817385932,1.0,1000.0,normal_target_space
0,m2h,FlowTransOP,latent,latent,translated_liver_source_vs_random_non_liver_target,10000,1000,512,5.562497615814209,0.002177485032007098,0.002207007259130478,0.0024618302319726255,1.0,1000.0,normal_target_space
0,m2h,target_liver_permuted_space,latent,latent,real_target_liver_vs_random_non_liver_target,10000,1000,512,0.12640900909900665,0.9999756217002869,0.9999756217002869,0.999950736573168,1.0,1000.0,permuted_target_space
0,m2h,permuted_both,latent,latent,translated_liver_source_vs_random_non_liver_target,10000,1000,512,17.474842071533203,-0.649093747138977,-0.6480817794799805,-0.6579386358304437,1.0,1000.0,permuted_target_space
0,h2m,target_liver,latent,latent,real_target_liver_vs_random_non_liver_target,10000,1000,512,3.417222261428833,-0.015382991172373295,-0.01610197126865387,-0.004245684845675834,2.0,1000.0,normal_target_space
