fold,direction,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
8,m2h,64480,15666,0.6237137913703918,0.8710130453109741,0.333362877368927,FlowTransOP
8,m2h,64480,15666,0.0016840437892824411,0.0023230379447340965,0.00161972944624722,permuted_both
8,m2h,64480,15666,0.6308988928794861,0.8824788331985474,0.3688465356826782,permuted_mouse
8,m2h,64480,15666,0.0014934409409761429,0.0023831455036997795,0.01112859882414341,permuted_human
