fold,species,tissue,n_samples,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
5,mouse,liver,66605,0.7135716263012009,0.8117160058764623,0.4081207129212302,FlowTransOP
5,mouse,liver,66605,-0.003342337907213665,-0.0038022707807319977,0.008607806698187018,permuted_both
5,mouse,liver,66605,0.7868954097861637,0.8951378358783458,0.4595547185664017,permuted_human
5,mouse,liver,66605,0.0018942441684000166,0.0021550157557376055,4.1888015343577337e-05,permuted_mouse
