fold,direction,tissue,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
8,h2m,liver,32954,15666,0.48105940222740173,0.6267797350883484,0.11838540434837341,FlowTransOP
8,h2m,liver,32954,15666,0.0014695227146148682,0.0020838116761296988,-0.005141229368746281,permuted_both
8,h2m,liver,32954,15666,0.6559872031211853,0.8415430784225464,0.04125633463263512,permuted_human
8,h2m,liver,32954,15666,-0.000869165756739676,-0.0009763424750417471,-0.006646130234003067,permuted_mouse
