fold,direction,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
5,h2m,70610,15666,0.5511643886566162,0.7446131706237793,0.24748432636260986,FlowTransOP
5,h2m,70610,15666,-0.00756852375343442,-0.010089129209518433,0.021411720663309097,permuted_both
5,h2m,70610,15666,0.6647523641586304,0.887000560760498,0.46714508533477783,permuted_human
5,h2m,70610,15666,-0.007634877227246761,-0.010119783692061901,0.022444792091846466,permuted_mouse
