fold,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
2,0.7310493766287032,0.9353251335576983,0.5407906977748939,FlowTransOP
2,-0.006801268820211856,-0.008704855430237624,0.0016359218381269735,permuted_both
2,0.7627233220989729,0.9758248696737586,0.6986294964024664,permuted_human
2,-0.0017387341665537931,-0.0022253280098390926,-0.002623352697523804,permuted_mouse
