fold,direction,tissue,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
5,m2h,liver,66605,15666,0.676382839679718,0.7893000841140747,0.17606937885284424,FlowTransOP
5,m2h,liver,66605,15666,0.0026470611337572336,0.0030788807198405266,-0.002972544403746724,permuted_both
5,m2h,liver,66605,15666,0.6788809895515442,0.7906825542449951,-0.113958440721035,permuted_mouse
5,m2h,liver,66605,15666,0.0024947691708803177,0.00291362963616848,-0.00560791278257966,permuted_human
