fold,direction,model_type,space,feature_set,comparison,n_source,n_target,n_features,centroid_euclidean,centroid_cosine,centroid_pearson,centroid_spearman,nearest_k,mean_top1_cosine,mean_topk_cosine
0,h2m,liver_test_orthologues,expression,orthologues,source_liver_test_vs_target_liver_test,10000,10000,15666,128.33509826660156,0.9725804328918457,0.8573221564292908,0.8529297759537788,10,0.9328019454240799,0.930748854982853
0,m2h,liver_test_orthologues,expression,orthologues,source_liver_test_vs_target_liver_test,10000,10000,15666,128.33509826660156,0.9725804328918457,0.8573221564292908,0.8529297759537788,10,0.9435781029105187,0.9421557233572007
0,h2m,FlowTransOP,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,29477,198.3160400390625,0.9408742785453796,0.836816132068634,0.8498097026394252,10,0.9873660440683365,0.9868256736695766
0,h2m,FlowTransOP,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,176.68710327148438,0.9462864398956299,0.7214325666427612,0.7158992123019825,10,0.9913963080406188,0.9907917915463448
0,h2m,permuted_both,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,29477,587.8885498046875,0.5943796634674072,-0.0035294729750603437,-0.004354934030527128,10,0.5710781370699406,0.5702510941624641
0,h2m,permuted_both,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,428.5085754394531,0.6606950759887695,-0.003565562656149268,-0.007851078352997972,10,0.6637005123615265,0.662361978673935
0,h2m,permuted_human,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,29477,148.22866821289062,0.966213047504425,0.9037440419197083,0.903811663109708,10,0.9725311499536038,0.969809085726738
0,h2m,permuted_human,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,123.85015869140625,0.9722543954849243,0.8617701530456543,0.85130328869559,10,0.9819669494509697,0.9797361487567425
0,h2m,permuted_mouse,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,29477,518.3838500976562,0.6199533343315125,0.0029362619388848543,-0.0015437997165022232,10,0.5938430370628833,0.5934099645614624
0,h2m,permuted_mouse,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,391.1128234863281,0.6888007521629333,0.006331626325845718,-0.0017828639742422823,10,0.693206855225563,0.6909151047050953
0,m2h,FlowTransOP,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,37933,118.64678192138672,0.9830986857414246,0.956264078617096,0.9518808008672358,10,0.9749585669338703,0.9741215042829513
0,m2h,FlowTransOP,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,98.95333862304688,0.9851088523864746,0.9208897352218628,0.9200871209656192,10,0.9852688267469406,0.983798757815361
0,m2h,permuted_both,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,37933,549.901611328125,0.6322227120399475,0.0011042465921491385,0.0004751182318363432,10,0.5929196897625924,0.59216262139678
0,m2h,permuted_both,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,385.4520568847656,0.7157604098320007,-0.0056691719219088554,-0.0031107128462164375,10,0.7279164720773696,0.7237751073718071
0,m2h,permuted_mouse,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,37933,119.34089660644531,0.9826825261116028,0.9539439678192139,0.9463930937188771,10,0.9727376210570335,0.9713916493952275
0,m2h,permuted_mouse,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,99.55032348632812,0.9844521880149841,0.9216809272766113,0.9214145082762515,10,0.9841084787845612,0.983390091753006
0,m2h,permuted_human,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,37933,541.4210205078125,0.6380659341812134,0.0023704383056610823,0.0007611820144833789,10,0.5981866101384163,0.5976743831515312
0,m2h,permuted_human,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,381.06695556640625,0.7225085496902466,-0.0037617473863065243,-0.001985113193269748,10,0.7343772942185401,0.730359969907999
