fold,species,tissue,n_samples,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
1,human,liver,32954,0.8050892911396964,0.9647996692984255,0.6258204135298719,FlowTransOP
1,human,liver,32954,0.0019051208328223726,0.002283402478931566,-0.0001917065987518318,permuted_both
1,human,liver,32954,0.0026858775195407,0.0032193347770327826,0.0008518572825158761,permuted_human
1,human,liver,32954,0.8065532780567624,0.9668405746223225,0.6357610794230854,permuted_mouse
