fold,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
1,0.8036919905605411,0.9846093803650375,0.7454572682759003,FlowTransOP
1,0.0011733735813533454,0.0014378786509599822,-0.004201407380747687,permuted_both
1,0.0018409075242240395,0.0022555546822800258,-0.0028511216080822186,permuted_human
1,0.8072096825285102,0.9895348034787661,0.7700008380983273,permuted_mouse
