fold,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
9,0.8026426533469576,0.9833658150777065,0.740769866450658,FlowTransOP
9,-0.002640462871149825,-0.0032369608635810466,-0.0005569770601339535,permuted_both
9,-0.0020558458785607217,-0.0025205957642831863,-0.0037952851244629085,permuted_human
9,0.809319702722251,0.9920361436644142,0.7798335984517086,permuted_mouse
