fold,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
7,0.7972241419974926,0.9764057556465766,0.7106187202856564,FlowTransOP
7,-0.0022731434920686337,-0.0027877562895065053,-0.0007778283902925725,permuted_both
7,-0.0004238442592800023,-0.0005208637762256986,0.0009748901152487328,permuted_human
7,0.8010914447386291,0.9813481779012305,0.7250044907867552,permuted_mouse
