fold,species,tissue,n_samples,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
8,human,liver,32954,0.7976148239895746,0.9557298175006249,0.595511278360962,FlowTransOP
8,human,liver,32954,-0.001632065203594091,-0.00195661282460378,-0.0005470120440212284,permuted_both
8,human,liver,32954,-0.0005838010546798922,-0.000699870515210691,-0.0039001145445724285,permuted_human
8,human,liver,32954,0.8025134299701053,0.9616466993006808,0.6233743770269796,permuted_mouse
