fold,species,tissue,n_samples,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
3,human,liver,32954,0.7964166745575358,0.9543984031757483,0.5686354689976281,FlowTransOP
3,human,liver,32954,0.0017095086197311394,0.002048765281161617,-0.0010997997503766808,permuted_both
3,human,liver,32954,0.003376986845791686,0.00404775428262051,-0.0015512754904017296,permuted_human
3,human,liver,32954,0.8039282512680757,0.9642084832272312,0.6189372765802813,permuted_mouse
