fold,direction,tissue,model_type,comparison,n_source,n_target,n_features,mmd
4,h2m,liver,FlowTransOP,translated_source_vs_real_target,10000,10000,512,1.0590424537658691
4,h2m,liver,permuted_both,translated_source_vs_real_target,10000,10000,512,1.544342041015625
4,m2h,liver,FlowTransOP,translated_source_vs_real_target,10000,10000,512,0.4407583475112915
4,m2h,liver,permuted_both,translated_source_vs_real_target,10000,10000,512,1.4948525428771973
