fold,direction,tissue,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
2,h2m,liver,32954,15666,0.5426568984985352,0.7101083993911743,0.12794549763202667,FlowTransOP
2,h2m,liver,32954,15666,-0.005842946004122496,-0.007589222863316536,0.02318619377911091,permuted_both
2,h2m,liver,32954,15666,0.6520237326622009,0.8362689018249512,0.1410338133573532,permuted_human
2,h2m,liver,32954,15666,0.0008057915256358683,0.0010237239766865969,0.005572143476456404,permuted_mouse
