fold,direction,model_type,space,feature_set,comparison,n_source,n_target,n_features,centroid_euclidean,centroid_cosine,centroid_pearson,centroid_spearman,random_repeat,background_n,latent_space
9,h2m,FlowTransOP,latent,latent,translated_source_vs_real_target,10000,10000,512,6.23374080657959,0.4136926233768463,0.41231486201286316,0.37566402807818633,,,
9,h2m,permuted_both,latent,latent,translated_source_vs_real_target,10000,10000,512,17.34408950805664,-0.395654559135437,-0.39431190490722656,-0.4089867577047642,,,
9,m2h,FlowTransOP,latent,latent,translated_source_vs_real_target,10000,10000,512,2.3930389881134033,-0.04450100287795067,-0.04110240191221237,-0.031260997098911655,,,
9,m2h,permuted_both,latent,latent,translated_source_vs_real_target,10000,10000,512,14.550267219543457,-0.5589578151702881,-0.5592419505119324,-0.553862628174317,,,
9,h2m,target_liver,latent,latent,real_target_liver_vs_random_non_liver_target,10000,1000,512,3.789762020111084,0.25292497873306274,0.25363612174987793,0.23677379807967408,0.0,1000.0,normal_target_space
9,h2m,FlowTransOP,latent,latent,translated_liver_source_vs_random_non_liver_target,10000,1000,512,6.620537757873535,0.18372124433517456,0.18442794680595398,0.18145865877593526,0.0,1000.0,normal_target_space
9,h2m,target_liver_permuted_space,latent,latent,real_target_liver_vs_random_non_liver_target,10000,1000,512,0.24217085540294647,0.9999805092811584,0.9999805688858032,0.9999575315285932,0.0,1000.0,permuted_target_space
9,h2m,permuted_both,latent,latent,translated_liver_source_vs_random_non_liver_target,10000,1000,512,17.114416122436523,-0.39249202609062195,-0.39113861322402954,-0.40600860026779273,0.0,1000.0,permuted_target_space
9,m2h,target_liver,latent,latent,real_target_liver_vs_random_non_liver_target,10000,1000,512,1.3741744756698608,0.03222603723406792,0.028155433014035225,0.014038288500932698,0.0,1000.0,normal_target_space
9,m2h,FlowTransOP,latent,latent,translated_liver_source_vs_random_non_liver_target,10000,1000,512,1.9738022089004517,0.0014843943063169718,0.004964388906955719,0.021439157253865256,0.0,1000.0,normal_target_space
