fold,direction,tissue,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
8,m2h,liver,66605,15666,0.677179753780365,0.7892934679985046,0.17050248384475708,FlowTransOP
8,m2h,liver,66605,15666,0.0029129465110599995,0.003390201600268483,0.008733331225812435,permuted_both
8,m2h,liver,66605,15666,0.6855028867721558,0.7983371019363403,-0.13645033538341522,permuted_mouse
8,m2h,liver,66605,15666,0.00308850035071373,0.0035971850156784058,0.004681354388594627,permuted_human
