fold,direction,tissue,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
5,h2m,liver,32954,15666,0.5256752967834473,0.6877977848052979,0.13401642441749573,FlowTransOP
5,h2m,liver,32954,15666,-0.005574582610279322,-0.0072520580142736435,0.03427739441394806,permuted_both
5,h2m,liver,32954,15666,0.6469124555587769,0.8304772973060608,0.22302314639091492,permuted_human
5,h2m,liver,32954,15666,0.0004724724858533591,0.0005535008385777473,0.017693735659122467,permuted_mouse
