fold,direction,tissue,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
1,m2h,liver,66605,15666,0.6805210709571838,0.7934006452560425,0.18495574593544006,FlowTransOP
1,m2h,liver,66605,15666,0.0015942631289362907,0.0018643885850906372,0.0006575656589120626,permuted_both
1,m2h,liver,66605,15666,0.6848282217979431,0.7975798845291138,-0.06441384553909302,permuted_mouse
1,m2h,liver,66605,15666,0.002198729896917939,0.00256921723484993,0.0005342548247426748,permuted_human
