fold,direction,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
3,h2m,70610,15666,0.5688924193382263,0.7679856419563293,0.2567979395389557,FlowTransOP
3,h2m,70610,15666,-0.006997143384069204,-0.00931396335363388,0.025171875953674316,permuted_both
3,h2m,70610,15666,0.6634329557418823,0.8855581283569336,0.4096407890319824,permuted_human
3,h2m,70610,15666,-0.006980902515351772,-0.009223772212862968,0.009473626501858234,permuted_mouse
