fold,species,tissue,model_type,comparison,n_samples,n_features,pearson_mu,pearson_var,r2_mu,r2_var
2,human,liver,FlowTransOP,reconstructed_liver_vs_liver_input,32954,37933,0.9736719462004942,0.621275465985529,0.9477309820067922,0.3186171249294961
2,human,liver,permuted_both,reconstructed_liver_vs_liver_input,32954,37933,-0.0036684154642819275,0.006041717292868648,-0.6075351684176555,-91.06760140599656
2,mouse,liver,FlowTransOP,reconstructed_liver_vs_liver_input,66605,29477,0.9382513476076706,0.5982964760502156,0.8790243780343499,0.24308652673138564
2,mouse,liver,permuted_both,reconstructed_liver_vs_liver_input,66605,29477,0.0026261896118236184,0.0033814873102474097,-0.40388311077493677,-25.181571093363633
