fold,direction,tissue,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
9,h2m,liver,32954,15666,0.5260372757911682,0.6824498176574707,0.12176765501499176,FlowTransOP
9,h2m,liver,32954,15666,0.0018886481411755085,0.0025973059237003326,-0.0002528885379433632,permuted_both
9,h2m,liver,32954,15666,0.6446202993392944,0.8267449140548706,0.0633191391825676,permuted_human
9,h2m,liver,32954,15666,0.0003327169979456812,0.0005255892174318433,0.0015449859201908112,permuted_mouse
