fold,direction,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
7,m2h,64480,15666,0.6194100975990295,0.8641982674598694,0.3811282813549042,FlowTransOP
7,m2h,64480,15666,0.001925752847455442,0.0026993462815880775,-0.012017924338579178,permuted_both
7,m2h,64480,15666,0.6194998621940613,0.8672249913215637,0.3285900354385376,permuted_mouse
7,m2h,64480,15666,0.0016211675247177482,0.0020155971869826317,-0.007803404703736305,permuted_human
