fold,direction,model_type,space,feature_set,comparison,n_source,n_target,n_features,centroid_euclidean,centroid_cosine,centroid_pearson,centroid_spearman,nearest_k,mean_top1_cosine,mean_topk_cosine
5,h2m,liver_test_orthologues,expression,orthologues,source_liver_test_vs_target_liver_test,10000,10000,15666,129.10830688476562,0.972322404384613,0.8560836315155029,0.8515740548658328,10,0.9338524736940861,0.9316856517076493
5,m2h,liver_test_orthologues,expression,orthologues,source_liver_test_vs_target_liver_test,10000,10000,15666,129.10830688476562,0.972322404384613,0.8560836315155029,0.8515740548658328,10,0.9438328039705753,0.9423403834283351
5,h2m,FlowTransOP,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,29477,209.90267944335938,0.934735894203186,0.820947527885437,0.841102115609201,10,0.987699596875906,0.9870771769523621
5,h2m,FlowTransOP,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,189.15577697753906,0.9392843246459961,0.6922895908355713,0.6852425591001882,10,0.9920162697017193,0.9914174776375294
5,h2m,permuted_both,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,29477,498.2957458496094,0.6311222314834595,-0.0036642509512603283,-0.005595047162384148,10,0.6065171918272972,0.6051762955188751
5,h2m,permuted_both,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,380.416259765625,0.7010489106178284,-0.0047713639214634895,-0.01067971579264123,10,0.7164061022877694,0.7058245185375214
5,h2m,permuted_human,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,29477,151.78662109375,0.9643738865852356,0.8985620737075806,0.9014349433448228,10,0.9723079596996307,0.9685736914515495
5,h2m,permuted_human,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,127.89517211914062,0.9701598286628723,0.8564672470092773,0.8476609876976466,10,0.982092288607359,0.9796544731080532
5,h2m,permuted_mouse,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,29477,479.5525817871094,0.6427100896835327,0.0021051750518381596,-0.002429563700015885,10,0.6158534664452076,0.6153954144597054
5,h2m,permuted_mouse,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,370.5570983886719,0.7140170335769653,0.003701159032061696,-0.004241382282887782,10,0.7287350540816784,0.7189609143614769
5,m2h,FlowTransOP,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,37933,104.30947875976562,0.9866475462913513,0.9644482135772705,0.9619653838787013,10,0.975872828155756,0.9747557622730731
5,m2h,FlowTransOP,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,85.83171844482422,0.9884354472160339,0.9341334104537964,0.9304770219237305,10,0.9842085446894169,0.9829924073398113
5,m2h,permuted_both,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,37933,543.6165161132812,0.6349920630455017,0.0031903251074254513,0.0021609583784561294,10,0.5960027061283588,0.5955813016712665
5,m2h,permuted_both,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,383.53912353515625,0.7191358804702759,-0.0028049414977431297,-0.0011605471505640459,10,0.7316848096013069,0.7271272090792656
5,m2h,permuted_mouse,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,37933,99.42402648925781,0.9876421093940735,0.9661505818367004,0.9614077172448146,10,0.9750603680610657,0.9737413428902626
5,m2h,permuted_mouse,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,81.46404266357422,0.9892390966415405,0.9407086968421936,0.9391899843457537,10,0.9838428953051567,0.9831209829032421
5,m2h,permuted_human,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,37933,537.0302124023438,0.6392538547515869,0.003955015446990728,0.0025847282288945367,10,0.5998641440272331,0.599557635641098
5,m2h,permuted_human,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,380.5977478027344,0.7237470746040344,-0.002643587300553918,-0.0012837797595419394,10,0.7363327536940575,0.7317398496866226
