fold,direction,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
9,h2m,70610,15666,0.5504598617553711,0.7395090460777283,0.23205848038196564,FlowTransOP
9,h2m,70610,15666,0.003624734003096819,0.00501213688403368,-0.002228299155831337,permuted_both
9,h2m,70610,15666,0.647400438785553,0.8637408018112183,0.32137635350227356,permuted_human
9,h2m,70610,15666,0.0038783818017691374,0.005442457273602486,-0.0039934515953063965,permuted_mouse
