fold,direction,tissue,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
4,m2h,liver,66605,15666,0.6894139051437378,0.8032548427581787,0.17801576852798462,FlowTransOP
4,m2h,liver,66605,15666,0.0011916473740711808,0.0013781823217868805,-0.012818420305848122,permuted_both
4,m2h,liver,66605,15666,0.6765278577804565,0.7881657481193542,0.11498253792524338,permuted_mouse
4,m2h,liver,66605,15666,0.0009211170254275203,0.001089104451239109,0.00033298484049737453,permuted_human
