fold,species,tissue,model_type,comparison,n_samples,n_features,pearson_mu,pearson_var,r2_mu,r2_var
4,human,liver,FlowTransOP,reconstructed_liver_vs_liver_input,32954,37933,0.9745076066817115,0.6036103297576041,0.9483410993880823,0.20718029752667844
4,human,liver,permuted_both,reconstructed_liver_vs_liver_input,32954,37933,-0.0034493407614502357,0.005644006083719245,-0.6234718009824609,-105.11147673844683
4,mouse,liver,FlowTransOP,reconstructed_liver_vs_liver_input,66605,29477,0.9328346781398711,0.6240010255808509,0.869319658417046,0.16488704827576217
4,mouse,liver,permuted_both,reconstructed_liver_vs_liver_input,66605,29477,-0.004612202864652139,-0.004930467727334519,-1.2062278890192593,-28.636650007867146
