fold,direction,tissue,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
6,m2h,liver,66605,15666,0.6840816140174866,0.7972307205200195,0.20333269238471985,FlowTransOP
6,m2h,liver,66605,15666,0.0048171142116189,0.005600166507065296,0.00590889248996973,permuted_both
6,m2h,liver,66605,15666,0.6889806389808655,0.8022546172142029,0.19758187234401703,permuted_mouse
6,m2h,liver,66605,15666,0.0038375738076865673,0.004468485713005066,-0.005111817270517349,permuted_human
