fold,direction,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
0,h2m,70611,15666,0.5536917448043823,0.7456011176109314,0.23805531859397888,FlowTransOP
0,h2m,70611,15666,-0.005861067678779364,-0.007728306110948324,0.018367566168308258,permuted_both
0,h2m,70611,15666,0.6527870893478394,0.8715484142303467,0.4458792507648468,permuted_human
0,h2m,70611,15666,-0.005953544285148382,-0.00783383846282959,0.014404074288904667,permuted_mouse
