fold,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
9,0.7261981013939834,0.9284058689510043,0.5504437087912827,FlowTransOP
9,0.004371348503035039,0.005592367977431971,0.0009063997689101833,permuted_both
9,0.7591603520055884,0.9706617035182471,0.6975412214834862,permuted_human
9,0.0014906748587120925,0.0019062663745499342,-0.004873558262591135,permuted_mouse
