fold,direction,tissue,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
9,m2h,liver,66605,15666,0.6743438839912415,0.7867838740348816,0.1960551142692566,FlowTransOP
9,m2h,liver,66605,15666,0.00143326073884964,0.0016680106054991484,-0.000680556520819664,permuted_both
9,m2h,liver,66605,15666,0.6798120737075806,0.7918025255203247,-0.14226457476615906,permuted_mouse
9,m2h,liver,66605,15666,0.0017328942194581032,0.002018560189753771,-0.003056313842535019,permuted_human
