fold,direction,model_type,space,feature_set,comparison,n_source,n_target,n_features,centroid_euclidean,centroid_cosine,centroid_pearson,centroid_spearman,nearest_k,mean_top1_cosine,mean_topk_cosine
9,h2m,liver_test_orthologues,expression,orthologues,source_liver_test_vs_target_liver_test,10000,10000,15666,129.63523864746094,0.9720594882965088,0.8552653789520264,0.8506434192508603,10,0.9332698574513197,0.9311359300702811
9,m2h,liver_test_orthologues,expression,orthologues,source_liver_test_vs_target_liver_test,10000,10000,15666,129.63523864746094,0.9720594882965088,0.8552653789520264,0.8506434192508603,10,0.9440687315106392,0.9426603768765927
9,h2m,FlowTransOP,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,29477,206.06927490234375,0.9370085597038269,0.8297017812728882,0.8474572117084863,10,0.9878245132327079,0.9871565998733044
9,h2m,FlowTransOP,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,184.62274169921875,0.9424970149993896,0.7090135216712952,0.704089113056522,10,0.9918208347141743,0.9913299662530423
9,h2m,permuted_both,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,29477,506.5713806152344,0.6327356100082397,0.006739647127687931,0.008036854650983525,10,0.6054885989487171,0.6051709771454334
9,h2m,permuted_both,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,381.64996337890625,0.7030336856842041,0.006998049095273018,0.009671317802040781,10,0.7139852540552616,0.7066101369023323
9,h2m,permuted_human,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,29477,144.8097686767578,0.9674563407897949,0.9081104397773743,0.9086744735231076,10,0.9653894542753696,0.9636287825226784
9,h2m,permuted_human,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,120.82469177246094,0.9733802676200867,0.8677412867546082,0.8593504803280598,10,0.9772134070873261,0.9760515614926815
9,h2m,permuted_mouse,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,29477,484.5261535644531,0.6463683843612671,0.0024130737874656916,0.00381760997340684,10,0.619070018351078,0.6183643378973007
9,h2m,permuted_mouse,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,368.7853088378906,0.7191912531852722,0.00495493970811367,0.008479114638017416,10,0.7310012924551964,0.7233426722347737
9,m2h,FlowTransOP,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,37933,107.36458587646484,0.9866327047348022,0.965506911277771,0.9617775266117973,10,0.9778840841531754,0.9765560434520245
9,m2h,FlowTransOP,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,88.31520080566406,0.9886742830276489,0.9358355402946472,0.9326121826017684,10,0.985559022963047,0.9846034642934799
9,m2h,permuted_both,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,37933,544.4599609375,0.6326002478599548,-0.0019355196272954345,-0.000965363458817135,10,0.5954369581222534,0.5939515268206597
9,m2h,permuted_both,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,383.1083679199219,0.7194320559501648,0.0005812032613903284,0.0023162302645723214,10,0.7314479756891727,0.7262362898170948
9,m2h,permuted_mouse,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,37933,102.53257751464844,0.9873310327529907,0.965898334980011,0.9609253717930096,10,0.9743160962104798,0.9737062356293201
9,m2h,permuted_mouse,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,84.18785095214844,0.9890574812889099,0.9387066960334778,0.9363279895589787,10,0.9840969896435737,0.9835111529707908
9,m2h,permuted_human,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,37933,540.3555908203125,0.6379535794258118,-0.00229816697537899,-0.0010535679281364007,10,0.6000894069194793,0.5989275084555149
9,m2h,permuted_human,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,379.71527099609375,0.7251166701316833,-0.0008642440661787987,0.0010876731348531087,10,0.7370308870077134,0.7319933650314808
