fold,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
4,0.8033331558632751,0.9831057631209862,0.7239775956943868,FlowTransOP
4,0.0013226893678972456,0.0016200998895963383,-0.007947785267108312,permuted_both
4,0.0015375776578715461,0.0018830563872375928,-0.002632664224178282,permuted_human
4,0.7987045915330571,0.9773719198012953,0.727493058350196,permuted_mouse
