fold,species,tissue,n_samples,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
6,mouse,liver,66605,0.7214165293478679,0.8211705344519683,0.3724757563451071,FlowTransOP
6,mouse,liver,66605,0.0027205237988144368,0.0030917002357934886,0.000555271236142767,permuted_both
6,mouse,liver,66605,0.7930996218851253,0.9023153770100987,0.5683637553072795,permuted_human
6,mouse,liver,66605,0.0035344103969247665,0.004020176009950624,-0.0019061579664496967,permuted_mouse
