fold,species,tissue,n_samples,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
4,human,liver,32954,0.80440014684882,0.9640922730455107,0.631660981954723,FlowTransOP
4,human,liver,32954,0.0019664389478773977,0.002357300514613759,-0.00016118441158898857,permuted_both
4,human,liver,32954,0.0021905126310696795,0.0026258225207130546,-0.0013322208212089891,permuted_human
4,human,liver,32954,0.7827905100767638,0.938130845089188,0.548995432034647,permuted_mouse
