fold,direction,tissue,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
3,m2h,liver,66605,15666,0.6689472198486328,0.7794821858406067,0.17739781737327576,FlowTransOP
3,m2h,liver,66605,15666,0.002692014677450061,0.003129512071609497,0.0020498682279139757,permuted_both
3,m2h,liver,66605,15666,0.68071049451828,0.792893648147583,-0.14120283722877502,permuted_mouse
3,m2h,liver,66605,15666,0.002220487454906106,0.00260283425450325,0.004430321976542473,permuted_human
