fold,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
0,0.7413523004897972,0.9479988889853881,0.5756114739155291,FlowTransOP
0,-0.0065534613627946,-0.00838138650954679,-0.0053124560876844215,permuted_both
0,0.7498745942847933,0.9589307546913228,0.6275492500505825,permuted_human
0,-0.001691375435198318,-0.0021614585384728473,-0.005417500380098714,permuted_mouse
