fold,direction,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
1,m2h,64481,15666,0.6296383738517761,0.8788597583770752,0.33524274826049805,FlowTransOP
1,m2h,64481,15666,-0.004535668063908815,-0.00624461006373167,-0.01051783375442028,permuted_both
1,m2h,64481,15666,0.6337780952453613,0.8845169544219971,0.43647077679634094,permuted_mouse
1,m2h,64481,15666,-0.004120896570384502,-0.00545168574899435,-0.008090820163488388,permuted_human
