fold,direction,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
2,h2m,70611,15666,0.5640010833740234,0.7656562924385071,0.2395247220993042,FlowTransOP
2,h2m,70611,15666,-0.007315723691135645,-0.009742558002471924,0.017800219357013702,permuted_both
2,h2m,70611,15666,0.6499788165092468,0.867417573928833,0.27301135659217834,permuted_human
2,h2m,70611,15666,-0.00745353801175952,-0.009799284860491753,0.0174612645059824,permuted_mouse
