fold,direction,tissue,model_type,comparison,n_source,n_target,n_features,mmd
9,h2m,liver,FlowTransOP,translated_source_vs_real_target,10000,10000,512,0.785728931427002
9,h2m,liver,permuted_both,translated_source_vs_real_target,10000,10000,512,1.5482747554779053
9,m2h,liver,FlowTransOP,translated_source_vs_real_target,10000,10000,512,0.45530039072036743
9,m2h,liver,permuted_both,translated_source_vs_real_target,10000,10000,512,1.5747737884521484
