fold,direction,tissue,feature_set,model_type,comparison,n_source,n_target,n_features,mmd,random_repeat
0,h2m,liver,orthologues,liver_test_orthologues,source_liver_test_vs_target_liver_test,10000,10000,15666,0.2091282606124878,
0,h2m,liver,all_target_genes,liver_test_orthologues,source_liver_test_vs_target_liver_test_orthologue_reference,10000,10000,15666,0.2091282606124878,
0,m2h,liver,orthologues,liver_test_orthologues,source_liver_test_vs_target_liver_test,10000,10000,15666,0.2091282606124878,
0,m2h,liver,all_target_genes,liver_test_orthologues,source_liver_test_vs_target_liver_test_orthologue_reference,10000,10000,15666,0.2091282606124878,
0,h2m,liver,all_target_genes,FlowTransOP,translated_liver_source_vs_liver_target,10000,10000,29477,0.5559982657432556,
0,h2m,liver,orthologues,FlowTransOP,translated_liver_source_vs_liver_target,10000,10000,15666,0.6451432108879089,
0,h2m,liver,all_target_genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.16444069147109985,0.0
0,h2m,liver,all_target_genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5825595259666443,0.0
0,h2m,liver,orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.19574952125549316,0.0
0,h2m,liver,orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5830538868904114,0.0
0,h2m,liver,all_target_genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.16562420129776,1.0
0,h2m,liver,all_target_genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5825594663619995,1.0
0,h2m,liver,orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.19698941707611084,1.0
0,h2m,liver,orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5830457806587219,1.0
0,h2m,liver,all_target_genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.1676580309867859,2.0
0,h2m,liver,all_target_genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.582561194896698,2.0
0,h2m,liver,orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.19962608814239502,2.0
0,h2m,liver,orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5830547213554382,2.0
0,h2m,liver,all_target_genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.16706115007400513,3.0
0,h2m,liver,all_target_genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5825598239898682,3.0
0,h2m,liver,orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.19884228706359863,3.0
0,h2m,liver,orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5830552577972412,3.0
0,h2m,liver,all_target_genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.16977614164352417,4.0
0,h2m,liver,all_target_genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5825601816177368,4.0
0,h2m,liver,orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.20188331604003906,4.0
0,h2m,liver,orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5830659866333008,4.0
0,h2m,liver,all_target_genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.1677202582359314,5.0
0,h2m,liver,all_target_genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5825598835945129,5.0
0,h2m,liver,orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.1996517777442932,5.0
0,h2m,liver,orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.583052933216095,5.0
0,h2m,liver,all_target_genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.1660938262939453,6.0
0,h2m,liver,all_target_genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5825603008270264,6.0
0,h2m,liver,orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.19731074571609497,6.0
0,h2m,liver,orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5830510854721069,6.0
0,h2m,liver,all_target_genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.1647821068763733,7.0
