fold,direction,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
0,m2h,64481,15666,0.6069143414497375,0.8466675877571106,0.41808608174324036,FlowTransOP
0,m2h,64481,15666,-0.004454411566257477,-0.006135291885584593,-0.0069091301411390305,permuted_both
0,m2h,64481,15666,0.6097911596298218,0.8520745038986206,0.3397866487503052,permuted_mouse
0,m2h,64481,15666,-0.004630375187844038,-0.006345901172608137,-0.0124666728079319,permuted_human
