fold,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
1,0.743691813154897,0.9497730376904107,0.6063011098858302,FlowTransOP
1,-0.006656799598544722,-0.008504577643661759,-0.0013735713575755697,permuted_both
1,0.7682296978887007,0.9812143322469318,0.6981426942218504,permuted_human
1,-0.002100152440849047,-0.0026826872151403483,-0.0004544997531038973,permuted_mouse
