fold,species,tissue,model_type,comparison,n_samples,n_features,pearson_mu,pearson_var,r2_mu,r2_var
5,human,liver,FlowTransOP,reconstructed_liver_vs_liver_input,32954,37933,0.9755937313060814,0.6875730623538657,0.9516024468477621,0.38452127130782365
5,human,liver,permuted_both,reconstructed_liver_vs_liver_input,32954,37933,0.00023631541427141358,0.002648365369685352,-0.8430184317493625,-31.627344996435333
5,mouse,liver,FlowTransOP,reconstructed_liver_vs_liver_input,66605,29477,0.941467161286416,0.6310929106469598,0.8861889025338745,0.33044325710457745
5,mouse,liver,permuted_both,reconstructed_liver_vs_liver_input,66605,29477,-0.0011470396070299262,0.018463470053541466,-0.6052738358486223,-7.0491274506867665
