fold,direction,tissue,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
6,h2m,liver,32954,15666,0.5298865437507629,0.6945962309837341,0.11475016176700592,FlowTransOP
6,h2m,liver,32954,15666,-0.00010464895603945479,2.7025118470191956e-05,-0.002095624106004834,permuted_both
6,h2m,liver,32954,15666,0.6397333145141602,0.8207427263259888,-0.02351057343184948,permuted_human
6,h2m,liver,32954,15666,0.002156540984287858,0.002899482846260071,0.012197829782962799,permuted_mouse
