fold,species,tissue,n_samples,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
3,mouse,liver,66605,0.7730719427511584,0.8786689127559143,0.48853097635296683,FlowTransOP
3,mouse,liver,66605,-0.002239925787023756,-0.002548173155034374,0.007605094217851549,permuted_both
3,mouse,liver,66605,0.8101999404745508,0.9214358414113188,0.5754589653476532,permuted_human
3,mouse,liver,66605,0.0018834389015836448,0.00214217689627227,0.0009634980759920507,permuted_mouse
