fold,species,tissue,n_samples,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
7,mouse,liver,66605,0.7227730052366618,0.82206110273982,0.42621486897236405,FlowTransOP
7,mouse,liver,66605,0.005323685561165005,0.0060559454155963205,-0.002387925974245041,permuted_both
7,mouse,liver,66605,0.7833282884531856,0.8910179993619843,0.5241125707249802,permuted_human
7,mouse,liver,66605,0.0023272131262013383,0.0026481658811365197,-0.00041986182254661025,permuted_mouse
