fold,direction,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
4,h2m,70610,15666,0.5741714239120483,0.7750933766365051,0.23499351739883423,FlowTransOP
4,h2m,70610,15666,-0.005490286275744438,-0.007240472827106714,0.02179628238081932,permuted_both
4,h2m,70610,15666,0.6712246537208557,0.8957522511482239,0.4276461899280548,permuted_human
4,h2m,70610,15666,-0.005541213788092136,-0.007254713214933872,0.0035829218104481697,permuted_mouse
