fold,direction,model_type,space,feature_set,comparison,n_source,n_target,n_features,centroid_euclidean,centroid_cosine,centroid_pearson,centroid_spearman,nearest_k,mean_top1_cosine,mean_topk_cosine
3,h2m,liver_test_orthologues,expression,orthologues,source_liver_test_vs_target_liver_test,10000,10000,15666,129.41432189941406,0.9721400737762451,0.8556153178215027,0.8510984020150738,10,0.9331229251265526,0.9308858624219895
3,m2h,liver_test_orthologues,expression,orthologues,source_liver_test_vs_target_liver_test,10000,10000,15666,129.41432189941406,0.9721400737762451,0.8556153178215027,0.8510984020150738,10,0.943579762762785,0.9422263960540295
3,h2m,FlowTransOP,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,29477,196.10350036621094,0.9414840936660767,0.8388858437538147,0.8543499752677678,10,0.9841314089357853,0.9834660862267017
3,h2m,FlowTransOP,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,174.85003662109375,0.9463731050491333,0.7267453670501709,0.7228013383312969,10,0.9889896197080612,0.9882682779669761
3,h2m,permuted_both,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,29477,500.5511169433594,0.6301178932189941,-0.0029578509274870157,-0.004839435412023512,10,0.6060908675730229,0.6043212374985218
3,h2m,permuted_both,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,381.3973693847656,0.6997318267822266,-0.003880909178406,-0.009939995735306673,10,0.7038223868131638,0.7015690757453442
3,h2m,permuted_human,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,29477,135.20359802246094,0.9718122482299805,0.9204896092414856,0.9208704017024012,10,0.9673351842045784,0.9654377794921398
3,h2m,permuted_human,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,113.05438232421875,0.9768336415290833,0.8865381479263306,0.8799182415935608,10,0.9780603886663913,0.9753101869881153
3,h2m,permuted_mouse,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,29477,475.75787353515625,0.6503686904907227,0.0021092393435537815,-0.0022398738027462122,10,0.6233487519085408,0.6225429080545902
3,h2m,permuted_mouse,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,365.8102111816406,0.7221431732177734,0.003233877941966057,-0.004351537880003064,10,0.7274683177769184,0.7245566902041435
3,m2h,FlowTransOP,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,37933,113.60983276367188,0.9842770099639893,0.9591557383537292,0.9539069932008236,10,0.9774361788928508,0.9763271906733513
3,m2h,FlowTransOP,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,91.76334381103516,0.9867954850196838,0.9312143325805664,0.929279588309806,10,0.9850339988172054,0.9843138401746749
3,m2h,permuted_both,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,37933,543.532470703125,0.6351463794708252,0.0026147053577005863,0.001515928300690544,10,0.5963739525139332,0.5953805027544499
3,m2h,permuted_both,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,383.31927490234375,0.7190700769424438,-0.003554638708010316,-0.0020842182784599123,10,0.7319399278998375,0.7263472249031067
3,m2h,permuted_mouse,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,37933,98.57630157470703,0.9877081513404846,0.9664366245269775,0.9612108800532908,10,0.9734725767076016,0.9726527636826038
3,m2h,permuted_mouse,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,81.27323913574219,0.9892250299453735,0.9397650957107544,0.9384080270059352,10,0.9829700138509273,0.9823583812415599
3,m2h,permuted_human,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,37933,538.2667236328125,0.6387037038803101,0.0035794884897768497,0.0015107869095837294,10,0.5998575041115284,0.5987049431920052
3,m2h,permuted_human,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,380.6644287109375,0.7232449054718018,-0.002445235848426819,-0.002022378530929159,10,0.7356189274549484,0.7304730288088321
