fold,direction,model_type,space,feature_set,comparison,n_source,n_target,n_features,centroid_euclidean,centroid_cosine,centroid_pearson,centroid_spearman,nearest_k,mean_top1_cosine,mean_topk_cosine
8,h2m,liver_test_orthologues,expression,orthologues,source_liver_test_vs_target_liver_test,10000,10000,15666,128.7931671142578,0.9723982810974121,0.8565698862075806,0.8520866153044484,10,0.9330912732899189,0.9308356240808964
8,m2h,liver_test_orthologues,expression,orthologues,source_liver_test_vs_target_liver_test,10000,10000,15666,128.7931671142578,0.9723982810974121,0.8565698862075806,0.8520866153044484,10,0.9440054874181747,0.9424566871702671
8,h2m,FlowTransOP,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,29477,229.535400390625,0.9215235114097595,0.7865378856658936,0.8175571033434491,10,0.9900417831718922,0.9892999003589154
8,h2m,FlowTransOP,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,208.43612670898438,0.925530731678009,0.6334760189056396,0.631177860365791,10,0.9944303740859032,0.9940206586897373
8,h2m,permuted_both,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,29477,498.41778564453125,0.6312732696533203,0.006904630921781063,0.008316913294073719,10,0.6039650127828121,0.6036894586503506
8,h2m,permuted_both,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,380.167724609375,0.7013078331947327,0.00651444960385561,0.008896131419884707,10,0.7120618657648563,0.7047013163328171
8,h2m,permuted_human,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,29477,145.8188018798828,0.9671832323074341,0.9071207642555237,0.9071200037761142,10,0.969591226375103,0.9663707838058472
8,h2m,permuted_human,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,122.20712280273438,0.9728991389274597,0.86646568775177,0.8592442752664586,10,0.9786082577824593,0.977452704769373
8,h2m,permuted_mouse,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,29477,482.401611328125,0.6428922414779663,0.0014800244243815541,0.0026125390687841148,10,0.6154192280828953,0.6149085321784019
8,h2m,permuted_mouse,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,370.14617919921875,0.715293288230896,0.0034804511815309525,0.006629163108351999,10,0.7268090885162354,0.7192063036739826
8,m2h,FlowTransOP,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,37933,114.74238586425781,0.9840496778488159,0.9579098224639893,0.9534081281327398,10,0.9780874897837639,0.9761033419728279
8,m2h,FlowTransOP,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,92.08214569091797,0.9870198965072632,0.9248003959655762,0.9204867556386727,10,0.9850784456729889,0.9840065748751163
8,m2h,permuted_both,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,37933,550.0221557617188,0.6295266151428223,-0.001565431710332632,-0.00018380327462793266,10,0.5923153180241585,0.5908125295341015
8,m2h,permuted_both,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,385.70330810546875,0.7151526212692261,0.00046740099787712097,0.0026741903146644585,10,0.7264824567437171,0.7230768762409687
8,m2h,permuted_mouse,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,37933,106.0278091430664,0.9861813187599182,0.9631462097167969,0.9578348204506711,10,0.9759357262730598,0.9746683004319667
8,m2h,permuted_mouse,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,87.51468658447266,0.9879884719848633,0.934203565120697,0.9328826006456568,10,0.9846538766682148,0.9839505028486252
8,m2h,permuted_human,expression,all_target_genes,translated_liver_source_vs_liver_target,10000,10000,37933,539.9317626953125,0.6347835659980774,-0.0008545923628844321,0.00045804863545777864,10,0.5972411094486714,0.5957731516361237
8,m2h,permuted_human,expression,orthologues,translated_liver_source_vs_liver_target,10000,10000,15666,381.841064453125,0.7209957838058472,0.0004673078656196594,0.002932875022268373,10,0.7322229017436505,0.7288839190661908
