fold,species,tissue,n_samples,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
7,human,liver,32954,0.7990503178519641,0.9577763508940424,0.6000496968101934,FlowTransOP
7,human,liver,32954,-0.0016255944640619,-0.0019500431598430937,-0.0012723645277401686,permuted_both
7,human,liver,32954,0.000612570701628421,0.0007269235023178909,0.0021304753059480683,permuted_human
7,human,liver,32954,0.802139006428922,0.962333133046668,0.6200703506534235,permuted_mouse
